,oclc_number,title,creator,contributor,description,date,book_format,language,publisher,identifier_1,identifier_2
0,62123162,Sociological theory ,"Adams, Bert N.","Sydie, R. A. (Rosalind Ann), 1940-","Originally published: Thousand Oaks, Calif. : Pine Forge Press, 2001.",2002,"xxx, 612 pages ; 24 cm",eng,Vistaar,817829219X,9788178292199
